,Temporada,Jornada,SeasonStage,TotalGoals,is_win,is_draw,is_loss,is_home_game,is_away_game,game_counter,is_over,is_AA,is_win_home,is_draw_home,is_loss_home,is_win_away,is_draw_away,is_loss_away,home_goals,away_goals,is_over_home,is_AA_home,is_over_away,is_AA_away,is_win_norm,is_loss_norm,is_draw_norm,is_over_norm,is_AA_norm,is_win_home_norm,is_loss_home_norm,is_draw_home_norm,is_over_home_norm,is_AA_home_norm,is_win_away_norm,is_loss_away_norm,is_draw_away_norm,is_over_away_norm,is_AA_away_norm
188,2022-2023,8.0,Apertura,44.0,5,3,5,7,6,13,10,10,3,1,3,2,2,2,21.0,23.0,5,5,5,5,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.7692307692307693,0.7692307692307693,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334
189,2022-2023,8.0,Clausura,33.0,5,4,5,10,4,14,7,9,3,3,4,2,1,1,13.0,20.0,6,7,1,2,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.5,0.6428571428571429,0.3,0.4,0.3,0.6,0.7,0.5,0.25,0.25,0.25,0.5
190,2022-2023,9.0,Apertura,40.0,4,5,4,6,7,13,7,8,2,1,3,2,4,1,19.0,21.0,3,3,4,5,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.6153846153846154,0.3333333333333333,0.5,0.16666666666666666,0.5,0.5,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.7142857142857143
191,2022-2023,9.0,Clausura,31.0,4,3,5,3,9,12,5,7,2,1,0,2,2,5,20.0,11.0,0,1,5,6,0.3333333333333333,0.4166666666666667,0.25,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.6666666666666666
192,2022-2023,10.0,Apertura,35.0,6,5,3,10,4,14,4,6,4,5,1,2,0,2,21.0,14.0,3,6,1,0,0.42857142857142855,0.21428571428571427,0.35714285714285715,0.2857142857142857,0.42857142857142855,0.4,0.1,0.5,0.3,0.6,0.5,0.5,0.0,0.25,0.0
193,2022-2023,10.0,Clausura,29.0,4,1,7,4,8,12,4,3,2,0,2,2,1,5,18.0,11.0,1,0,3,3,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.3333333333333333,0.25,0.5,0.5,0.0,0.25,0.0,0.25,0.625,0.125,0.375,0.375
194,2022-2023,11.0,Apertura,40.0,7,2,4,7,6,13,8,8,5,0,2,2,2,2,22.0,18.0,4,4,4,4,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.6153846153846154,0.6153846153846154,0.7142857142857143,0.2857142857142857,0.0,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
195,2022-2023,11.0,Clausura,33.0,7,2,4,9,4,13,5,6,5,2,2,2,0,2,20.0,13.0,4,5,1,1,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.46153846153846156,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.5555555555555556,0.5,0.5,0.0,0.25,0.25
196,2022-2023,12.0,Apertura,38.0,3,5,5,3,10,13,8,8,2,0,1,1,5,4,21.0,17.0,2,2,6,6,0.23076923076923078,0.38461538461538464,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.1,0.4,0.5,0.6,0.6
197,2022-2023,12.0,Clausura,37.0,6,3,2,1,10,11,7,6,0,1,0,6,2,2,15.0,22.0,1,1,6,5,0.5454545454545454,0.18181818181818182,0.2727272727272727,0.6363636363636364,0.5454545454545454,0.0,0.0,1.0,1.0,1.0,0.6,0.2,0.2,0.6,0.5
198,2022-2023,13.0,Apertura,32.0,5,6,3,9,5,14,7,7,4,5,0,1,1,3,22.0,10.0,3,3,4,4,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.5,0.5,0.4444444444444444,0.0,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.2,0.6,0.2,0.8,0.8
199,2022-2023,13.0,Clausura,27.0,4,3,2,7,2,9,5,4,3,3,1,1,0,1,15.0,12.0,5,4,0,0,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.5,0.5,0.0,0.0,0.0
200,2022-2023,14.0,Apertura,46.0,6,2,6,6,8,14,9,8,4,0,2,2,2,4,30.0,16.0,3,3,6,5,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.6428571428571429,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.25,0.5,0.25,0.75,0.625
201,2022-2023,14.0,Clausura,24.0,5,2,2,3,6,9,6,7,2,0,1,3,2,1,11.0,13.0,2,2,4,5,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334
202,2022-2023,15.0,Apertura,49.0,4,5,4,10,3,13,10,12,3,4,3,1,1,1,25.0,24.0,9,10,1,2,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.7692307692307693,0.9230769230769231,0.3,0.3,0.4,0.9,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
203,2022-2023,15.0,Clausura,25.0,5,2,2,7,2,9,5,6,3,2,2,2,0,0,13.0,12.0,4,5,1,1,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.6666666666666666,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.7142857142857143,1.0,0.0,0.0,0.5,0.5
204,2022-2023,16.0,Apertura,31.0,4,3,4,5,6,11,7,9,3,1,1,1,2,3,19.0,12.0,4,5,3,4,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.6363636363636364,0.8181818181818182,0.6,0.2,0.2,0.8,1.0,0.16666666666666666,0.5,0.3333333333333333,0.5,0.6666666666666666
205,2022-2023,16.0,Clausura,19.0,2,3,4,2,7,9,3,5,0,1,1,2,2,3,8.0,11.0,0,1,3,4,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.0,0.5,0.5,0.0,0.5,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.5714285714285714
206,2022-2023,17.0,Apertura,26.0,4,2,3,6,3,9,7,5,3,2,1,1,0,2,16.0,10.0,4,3,3,2,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.5555555555555556,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.6666666666666666
207,2022-2023,17.0,Clausura,30.0,7,1,1,5,4,9,6,4,5,0,0,2,1,1,22.0,8.0,5,4,1,0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.4444444444444444,1.0,0.0,0.0,1.0,0.8,0.5,0.25,0.25,0.25,0.0
208,2022-2023,-,Apertura,39.0,3,2,6,2,9,11,6,6,1,1,0,2,1,6,21.0,18.0,0,0,6,6,0.2727272727272727,0.5454545454545454,0.18181818181818182,0.5454545454545454,0.5454545454545454,0.5,0.0,0.5,0.0,0.0,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666
209,2022-2023,-,Clausura,27.0,5,4,2,2,9,11,4,5,1,1,0,4,3,2,13.0,14.0,1,1,3,4,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.45454545454545453,0.5,0.0,0.5,0.5,0.5,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444444
210,2023-2024,1.0,Apertura,21.0,4,4,1,4,5,9,3,6,1,2,1,3,2,0,9.0,12.0,1,3,2,3,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.25,0.25,0.5,0.25,0.75,0.6,0.0,0.4,0.4,0.6
211,2023-2024,1.0,Clausura,19.0,3,2,4,5,4,9,3,4,1,2,2,2,0,2,9.0,10.0,2,3,1,1,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.2,0.4,0.4,0.4,0.6,0.5,0.5,0.0,0.25,0.25
212,2023-2024,2.0,Apertura,28.0,2,3,5,6,4,10,5,5,2,2,2,0,1,3,19.0,9.0,3,3,2,2,0.2,0.5,0.3,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.75,0.25,0.5,0.5
213,2023-2024,2.0,Clausura,26.0,5,2,3,4,6,10,5,5,3,1,0,2,1,3,17.0,9.0,2,2,3,3,0.5,0.3,0.2,0.5,0.5,0.75,0.0,0.25,0.5,0.5,0.3333333333333333,0.5,0.16666666666666666,0.5,0.5
214,2023-2024,3.0,Apertura,29.0,3,4,4,6,5,11,5,6,2,3,1,1,1,3,17.0,12.0,2,4,3,2,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.45454545454545453,0.5454545454545454,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.2,0.6,0.2,0.6,0.4
215,2023-2024,3.0,Clausura,37.0,5,5,2,8,4,12,7,10,4,3,1,1,2,1,20.0,17.0,5,7,2,3,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.5833333333333334,0.8333333333333334,0.5,0.125,0.375,0.625,0.875,0.25,0.25,0.5,0.5,0.75
216,2023-2024,4.0,Apertura,31.0,4,5,3,7,5,12,6,9,2,3,2,2,2,1,14.0,17.0,5,6,1,3,0.3333333333333333,0.25,0.4166666666666667,0.5,0.75,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.4,0.2,0.4,0.2,0.6
217,2023-2024,4.0,Clausura,43.0,3,4,5,5,7,12,9,9,3,2,0,0,2,5,28.0,15.0,3,4,6,5,0.25,0.4166666666666667,0.3333333333333333,0.75,0.75,0.6,0.0,0.4,0.6,0.8,0.0,0.7142857142857143,0.2857142857142857,0.8571428571428571,0.7142857142857143
218,2023-2024,5.0,Apertura,30.0,5,3,5,9,4,13,6,7,5,3,1,0,0,4,21.0,9.0,4,5,2,2,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.46153846153846156,0.5384615384615384,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.0,1.0,0.0,0.5,0.5
219,2023-2024,5.0,Clausura,39.0,3,3,4,5,5,10,8,8,2,2,1,1,1,3,22.0,17.0,3,3,5,5,0.3,0.4,0.3,0.8,0.8,0.4,0.2,0.4,0.6,0.6,0.2,0.6,0.2,1.0,1.0
220,2023-2024,6.0,Apertura,42.0,7,2,6,3,12,15,9,9,2,0,1,5,2,5,24.0,18.0,1,1,8,8,0.4666666666666667,0.4,0.13333333333333333,0.6,0.6,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.6666666666666666,0.6666666666666666
221,2023-2024,6.0,Clausura,28.0,2,2,5,3,6,9,6,4,1,1,1,1,1,4,17.0,11.0,3,2,3,2,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.3333333333333333
222,2023-2024,7.0,Apertura,45.0,6,2,5,10,3,13,10,8,6,2,2,0,0,3,34.0,11.0,8,7,2,1,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.7692307692307693,0.6153846153846154,0.6,0.2,0.2,0.8,0.7,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333
223,2023-2024,7.0,Clausura,28.0,2,5,4,6,5,11,6,5,1,3,2,1,2,2,13.0,15.0,3,2,3,3,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.16666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.2,0.4,0.4,0.6,0.6
224,2023-2024,8.0,Apertura,38.0,3,3,6,2,10,12,8,8,2,0,0,1,3,6,26.0,12.0,1,1,7,7,0.25,0.5,0.25,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.5,0.5,0.1,0.6,0.3,0.7,0.7
225,2023-2024,8.0,Clausura,31.0,4,2,7,5,8,13,5,4,1,2,2,3,0,5,15.0,16.0,2,2,3,2,0.3076923076923077,0.5384615384615384,0.15384615384615385,0.38461538461538464,0.3076923076923077,0.2,0.4,0.4,0.4,0.4,0.375,0.625,0.0,0.375,0.25
226,2023-2024,9.0,Apertura,35.0,6,3,2,7,4,11,6,7,4,1,2,2,2,0,18.0,17.0,4,3,2,4,0.5454545454545454,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.6363636363636364,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.5,0.0,0.5,0.5,1.0
227,2023-2024,9.0,Clausura,30.0,5,3,4,6,6,12,4,6,5,1,0,0,2,4,23.0,7.0,1,2,3,4,0.4166666666666667,0.3333333333333333,0.25,0.3333333333333333,0.5,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666
228,2023-2024,10.0,Apertura,37.0,4,3,4,7,4,11,7,10,3,1,3,1,2,1,20.0,17.0,5,6,2,4,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.6363636363636364,0.9090909090909091,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.8571428571428571,0.25,0.25,0.5,0.5,1.0
229,2023-2024,10.0,Clausura,36.0,7,3,1,9,2,11,8,7,6,2,1,1,1,0,22.0,14.0,7,5,1,2,0.6363636363636364,0.09090909090909091,0.2727272727272727,0.7272727272727273,0.6363636363636364,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.7777777777777778,0.5555555555555556,0.5,0.0,0.5,0.5,1.0
230,2023-2024,11.0,Apertura,40.0,5,3,4,4,8,12,8,8,2,1,1,3,2,3,24.0,16.0,3,2,5,6,0.4166666666666667,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,0.75,0.5,0.375,0.375,0.25,0.625,0.75
231,2023-2024,11.0,Clausura,34.0,1,3,7,4,7,11,8,8,1,1,2,0,2,5,21.0,13.0,3,3,5,5,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.7272727272727273,0.7272727272727273,0.25,0.5,0.25,0.75,0.75,0.0,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.7142857142857143
232,2023-2024,12.0,Apertura,44.0,5,1,7,9,4,13,9,9,4,1,4,1,0,3,25.0,19.0,6,6,3,3,0.38461538461538464,0.5384615384615384,0.07692307692307693,0.6923076923076923,0.6923076923076923,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.25,0.75,0.0,0.75,0.75
233,2023-2024,12.0,Clausura,33.0,4,2,4,6,4,10,8,7,4,0,2,0,2,2,21.0,12.0,5,5,3,2,0.4,0.4,0.2,0.8,0.7,0.6666666666666666,0.3333333333333333,0.0,0.8333333333333334,0.8333333333333334,0.0,0.5,0.5,0.75,0.5
234,2023-2024,13.0,Apertura,44.0,6,1,7,5,9,14,8,7,3,0,2,3,1,5,25.0,19.0,3,2,5,5,0.42857142857142855,0.5,0.07142857142857142,0.5714285714285714,0.5,0.6,0.4,0.0,0.6,0.4,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556
235,2023-2024,13.0,Clausura,28.0,5,1,3,6,3,9,6,6,3,0,3,2,1,0,13.0,15.0,5,5,1,1,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.5,0.5,0.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
236,2023-2024,14.0,Apertura,33.0,5,1,5,6,5,11,7,4,4,1,1,1,0,4,22.0,11.0,3,1,4,3,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.6363636363636364,0.36363636363636365,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.2,0.8,0.0,0.8,0.6
237,2023-2024,14.0,Clausura,34.0,4,1,4,5,4,9,7,6,2,0,3,2,1,1,14.0,20.0,4,3,3,3,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.7777777777777778,0.6666666666666666,0.4,0.6,0.0,0.8,0.6,0.5,0.25,0.25,0.75,0.75
238,2023-2024,15.0,Apertura,26.0,8,1,2,6,5,11,4,4,4,1,1,4,0,1,15.0,11.0,2,3,2,1,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.8,0.2,0.0,0.4,0.2
239,2023-2024,15.0,Clausura,23.0,6,1,2,5,4,9,3,3,3,1,1,3,0,1,13.0,10.0,3,3,0,0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6,0.2,0.2,0.6,0.6,0.75,0.25,0.0,0.0,0.0
240,2023-2024,16.0,Apertura,36.0,2,1,7,4,6,10,8,3,2,0,2,0,1,5,24.0,12.0,3,0,5,3,0.2,0.7,0.1,0.8,0.3,0.5,0.5,0.0,0.75,0.0,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.5
241,2023-2024,16.0,Clausura,32.0,4,1,4,3,6,9,5,5,2,0,1,2,1,3,17.0,15.0,1,1,4,4,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.6666666666666666
242,2023-2024,17.0,Apertura,15.0,2,3,4,4,5,9,3,3,1,1,2,1,2,2,7.0,8.0,1,1,2,2,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.5,0.25,0.25,0.25,0.2,0.4,0.4,0.4,0.4
243,2023-2024,17.0,Clausura,0.0,0,0,0,2,7,9,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,2023-2024,-,Liguilla,31.0,5,3,2,6,4,10,6,6,4,1,1,1,2,1,15.0,16.0,3,3,3,3,0.5,0.2,0.3,0.6,0.6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.5,0.25,0.25,0.5,0.75,0.75
